roi_policy,available,selection_backend,K_effective_mean,latency_ms_per_fov,coverage_pct,uncertain_pct,catastrophic_wrong_direction_pct,bias_um,mae_um,rmse_um,median_abs_error_um,p95_abs_error_um,within_0.5um_pct,within_1um_pct,within_2um_pct,stageA_balanced_acc,stageA_auroc,stageB_mae_um,n_fov
hybrid_proposed,1,"keras_model,single_roi",1.2434679151408397,9.73820427270011,99.27571501413804,0.724284985861957,0.16264528153586952,0.004868698047385906,0.18589485637137199,0.2596851611709936,0.14336457252502477,0.46460480690002437,96.18367243707223,99.39027474601266,99.94902743569091,0.9630940923175317,0.9824202944495215,0.21267946422513895,258876
cnn_adaptive,1,"keras_model,single_roi",1.2434679151408397,9.736626274239548,99.27571501413804,0.724284985861957,0.16264528153586952,0.004868698047385906,0.18589485637137199,0.2596851611709936,0.14336457252502477,0.46460480690002437,96.18367243707223,99.39027474601266,99.94902743569091,0.9630940923175317,0.9824202944495215,0.21267946422513895,258876
all_rois,1,"all,single_roi",1.4382561535252398,11.23619501468605,99.27571501413804,0.724284985861957,0.16264528153586952,0.0048989701002072105,0.18590232317283442,0.25968071039031565,0.1433730125427246,0.46465663909912114,96.17978140162879,99.3914420566457,99.94863833214657,0.9630849230529067,0.9822534391783719,0.23101986690830736,258876
legacy_adaptive,1,"legacy_rin,single_roi",1.1484494507022667,11.558514798372562,99.27571501413804,0.724284985861957,0.16342348862455788,0.0048629697173965414,0.18594231396880712,0.2598437512242982,0.14341740608215314,0.4647226095199586,96.17978140162879,99.38988564246831,99.94786012505787,0.9630650484109706,0.9824145953854023,0.2042585396227444,258876
random_k@k=7,1,"random_seeded,single_roi",1.0265609790015298,8.026417490610978,99.27571501413804,0.724284985861957,0.16225617799152534,0.004857850184676766,0.18600986667672917,0.2597250975029405,0.14348483085632324,0.4648298263549804,96.17355574491928,99.38949653892396,99.94863833214657,0.9631124308467817,0.9824802216583611,0.18864203188427564,258876
occupancy_only_topk@k=7,1,"keras_model,single_roi",1.0265609790015298,8.033846956866395,99.27571501413804,0.724284985861957,0.16342348862455788,0.004778349240629298,0.1860375992106009,0.25986389581219105,0.1434946775436401,0.4648551940917969,96.17355574491928,99.39027474601266,99.94747102151354,0.9630833869402207,0.9824932004968444,0.18866600460383817,258876
random_k@k=5,1,"random_seeded,single_roi",1.017707319334353,7.9576712760721104,99.27571501413804,0.724284985861957,0.16381259216890207,0.004859435976083425,0.18605637532726638,0.25994306087020874,0.14348523616790754,0.4648751974105836,96.16694098466543,99.38910743537963,99.94786012505787,0.9630933163592734,0.9824896481360524,0.18734425779577196,258876
random_k@k=3,1,"random_seeded,single_roi",1.0088536596671767,7.887888889790065,99.27571501413804,0.724284985861957,0.16420169571324625,0.004860161370832857,0.1860914416808649,0.26010127424907364,0.14347366988658905,0.4652493476867676,96.16304994922199,99.38871833183528,99.94786012505787,0.9630749778300235,0.982490444348081,0.18600189336189948,258876
occupancy_only_topk@k=5,1,"keras_model,single_roi",1.017707319334353,7.964393103455555,99.27571501413804,0.724284985861957,0.1649799028019346,0.004693680800515727,0.18611037551996776,0.2600947212559571,0.14353036284446719,0.46508997678756714,96.16616277757673,99.390663849557,99.9470819179692,0.9630772582933069,0.9825241193986417,0.1873997308614676,258876
focus_only_topk@k=7,1,"handcrafted_focus,single_roi",1.0265609790015298,8.033737080040222,99.27571501413804,0.724284985861957,0.1661472134349672,0.00463041140555124,0.18614601870976688,0.26028263647599914,0.1435256004333496,0.46533069014549255,96.15915891377854,99.3871619176579,99.94552550379181,0.9630398052765488,0.9824894278640308,0.18917129993931645,258876
