roi_policy,bin_lo,bin_hi,mae_um,rmse_um,within_1um_pct,n_fov
random_k@k=7,1.0,1.5,0.1722528339294508,0.22594144393298876,99.83416914746958,50054
random_k@k=7,1.5,2.0,0.1642367842684692,0.22418479453110404,99.63024809160305,41922
random_k@k=7,2.0,2.5,0.22289183344877203,0.336508607701465,98.18222558328432,35710
random_k@k=7,2.5,3.0,0.4380263827674921,0.5994239463846416,92.5,1801
random_k@k=7,3.0,3.5,0.43853374528162414,0.6308725990735307,91.91919191919192,495
random_k@k=7,3.5,4.0,0.5331728691728705,0.7965064997531675,85.47008547008546,117
random_k@k=7,4.0,4.5,0.3376157783173226,0.7857332507796178,97.2972972972973,37
random_k@k=7,4.5,5.0,0.47720055959441443,0.9801052624930698,90.9090909090909,22
random_k@k=7,5.0,5.5,0.6254204139113426,1.048484072039074,93.75,16
random_k@k=7,5.5,6.0,0.4302419662475586,0.4554574183356067,100.0,5
focus_only_topk@k=1,0.0,0.5,0.19678682015469168,0.26434700145073586,99.54965694455483,77364
focus_only_topk@k=1,0.5,1.0,0.16363801406376696,0.21581980567250472,99.69603678734266,51333
focus_only_topk@k=1,1.0,1.5,0.17254727301751172,0.22701283019050814,99.82217426921616,50054
focus_only_topk@k=1,1.5,2.0,0.16481179458498257,0.22691576367351743,99.61831150552256,41922
focus_only_topk@k=1,2.0,2.5,0.2237919213781637,0.3396042394494055,98.1654202728062,35710
focus_only_topk@k=1,2.5,3.0,0.448592072238525,0.6163326314504244,92.27777777777779,1801
focus_only_topk@k=1,3.0,3.5,0.4643131038275633,0.6485584057294448,91.51515151515152,495
focus_only_topk@k=1,3.5,4.0,0.6133075416597542,0.8397943592510068,83.76068376068376,117
focus_only_topk@k=1,4.0,4.5,0.6274334804431813,1.345998736154788,91.8918918918919,37
focus_only_topk@k=1,4.5,5.0,0.567552463574843,1.156707647725086,95.45454545454545,22
focus_only_topk@k=1,5.0,5.5,0.426786869764328,0.6621656502738194,93.75,16
focus_only_topk@k=1,5.5,6.0,0.4653658866882324,0.5322996232304035,100.0,5
focus_only_topk@k=3,0.0,0.5,0.19690481535139218,0.26483657533002175,99.54709185295052,77364
focus_only_topk@k=3,0.5,1.0,0.1634702049648553,0.21517949801560532,99.70773337490014,51333
focus_only_topk@k=3,1.0,1.5,0.17242476696953882,0.22655678023686013,99.82417933707617,50054
focus_only_topk@k=3,1.5,2.0,0.16452694715114438,0.22563248234652541,99.62070610687023,41922
focus_only_topk@k=3,2.0,2.5,0.22325563182971853,0.33739389206015724,98.17662381312495,35710
focus_only_topk@k=3,2.5,3.0,0.441863508731127,0.6102566064043059,92.44444444444444,1801
focus_only_topk@k=3,3.0,3.5,0.449954345864479,0.638486620480361,91.91919191919192,495
focus_only_topk@k=3,3.5,4.0,0.5900562261923762,0.8363734935911904,85.47008547008546,117
focus_only_topk@k=3,4.0,4.5,0.40468409576931513,0.8138122813411577,97.2972972972973,37
focus_only_topk@k=3,4.5,5.0,0.5467584187334235,1.1792599337156697,90.9090909090909,22
focus_only_topk@k=3,5.0,5.5,0.5248487368226051,0.9022510238649443,93.75,16
focus_only_topk@k=3,5.5,6.0,0.29900732040405276,0.30726537122825803,100.0,5
focus_only_topk@k=5,0.0,0.5,0.1969214070551646,0.26486487166390543,99.54709185295052,77364
focus_only_topk@k=5,0.5,1.0,0.16339455214256204,0.2149649821077589,99.7057849307328,51333
focus_only_topk@k=5,1.0,1.5,0.1722649156876976,0.226181975380161,99.83017322331223,50054
focus_only_topk@k=5,1.5,2.0,0.16448084944638758,0.22560246295323713,99.62070610687023,41922
focus_only_topk@k=5,2.0,2.5,0.22316727683453547,0.3373991691256671,98.17662381312495,35710
focus_only_topk@k=5,2.5,3.0,0.4384958388838505,0.599686682671853,92.5,1801
focus_only_topk@k=5,3.0,3.5,0.4450753938188457,0.6344921091603819,91.91919191919192,495
focus_only_topk@k=5,3.5,4.0,0.5865070660909013,0.8323070486999238,85.47008547008546,117
focus_only_topk@k=5,4.0,4.5,0.38559058872429103,0.808524881748148,97.2972972972973,37
focus_only_topk@k=5,4.5,5.0,0.5419323173436251,1.179667868535483,90.9090909090909,22
focus_only_topk@k=5,5.0,5.5,0.5597098842263222,0.9248820598463415,93.75,16
focus_only_topk@k=5,5.5,6.0,0.3409367561340332,0.34644560261590757,100.0,5
focus_only_topk@k=7,0.0,0.5,0.1968608041509902,0.26464131945063407,99.55371331708868,77364
focus_only_topk@k=7,0.5,1.0,0.16339182139553254,0.21518744357563996,99.71163026323481,51333
focus_only_topk@k=7,1.0,1.5,0.17218453049462043,0.225890758166988,99.8321711853909,50054
focus_only_topk@k=7,1.5,2.0,0.16439232358858274,0.22549560652439748,99.62070610687023,41922
focus_only_topk@k=7,2.0,2.5,0.223117679482905,0.3373241763318009,98.17662381312495,35710
focus_only_topk@k=7,2.5,3.0,0.4386173165274993,0.5997694406111477,92.5,1801
focus_only_topk@k=7,3.0,3.5,0.44384416487481865,0.6334857058854935,91.91919191919192,495
focus_only_topk@k=7,3.5,4.0,0.5754910477206234,0.8349018709532183,85.47008547008546,117
focus_only_topk@k=7,4.0,4.5,0.35257901049949025,0.793284398721246,97.2972972972973,37
focus_only_topk@k=7,4.5,5.0,0.5715388222174211,1.2124250865281216,90.9090909090909,22
focus_only_topk@k=7,5.0,5.5,0.5713239684700966,0.9286440670651974,93.75,16
focus_only_topk@k=7,5.5,6.0,0.3979731559753418,0.41304577447505086,100.0,5
occupancy_only_topk@k=1,0.0,0.5,0.19677775652365118,0.2642136546514587,99.5576393303666,77364
occupancy_only_topk@k=1,0.5,1.0,0.16372334929516122,0.21614207967058519,99.69603086455837,51333
occupancy_only_topk@k=1,1.0,1.5,0.1725329238329972,0.22693570146453373,99.82817182817183,50054
occupancy_only_topk@k=1,1.5,2.0,0.1645566395185616,0.22533477298876953,99.62784483992557,41922
occupancy_only_topk@k=1,2.0,2.5,0.22360943144844841,0.3388700325084637,98.1682211578859,35710
occupancy_only_topk@k=1,2.5,3.0,0.44939860652883873,0.6165070896386743,92.33333333333333,1801
occupancy_only_topk@k=1,3.0,3.5,0.46349379542144215,0.6458123178489268,91.49797570850203,495
occupancy_only_topk@k=1,3.5,4.0,0.6685340805950324,1.022553086844692,82.90598290598291,117
occupancy_only_topk@k=1,4.0,4.5,0.610758214383512,1.3671433007992588,89.1891891891892,37
occupancy_only_topk@k=1,4.5,5.0,0.6191153255375949,1.2307359810310454,90.9090909090909,22
occupancy_only_topk@k=1,5.0,5.5,0.6502079218626022,1.0087282201583376,87.5,16
occupancy_only_topk@k=1,5.5,6.0,0.7118824005126954,0.7500961048425815,80.0,5
occupancy_only_topk@k=3,0.0,0.5,0.1968201403561847,0.26455431195124524,99.55636190274394,77364
occupancy_only_topk@k=3,0.5,1.0,0.1634100035001642,0.2153410133639665,99.70383648656548,51333
occupancy_only_topk@k=3,1.0,1.5,0.17229162171187998,0.22615325849098408,99.8321711853909,50054
occupancy_only_topk@k=3,1.5,2.0,0.16447032241726592,0.22491194559502573,99.62786259541984,41922
occupancy_only_topk@k=3,2.0,2.5,0.22329509934667713,0.3379989553928381,98.17382292804527,35710
occupancy_only_topk@k=3,2.5,3.0,0.4442346040838297,0.6124519172654316,92.44444444444444,1801
occupancy_only_topk@k=3,3.0,3.5,0.44568879087766017,0.6340833176736856,92.12121212121212,495
occupancy_only_topk@k=3,3.5,4.0,0.5690828392648287,0.8248466737940185,84.61538461538461,117
occupancy_only_topk@k=3,4.0,4.5,0.3888909784523216,0.8190450074806701,97.2972972972973,37
occupancy_only_topk@k=3,4.5,5.0,0.4327473152767528,1.1105460285655588,95.45454545454545,22
occupancy_only_topk@k=3,5.0,5.5,0.6006931811571121,0.982809726582602,87.5,16
occupancy_only_topk@k=3,5.5,6.0,0.42882575988769533,0.4636859268870547,100.0,5
occupancy_only_topk@k=5,0.0,0.5,0.19681483642804454,0.26448906937375705,99.56165907405446,77364
occupancy_only_topk@k=5,0.5,1.0,0.16330402886842205,0.21492377109971547,99.70968181906747,51333
occupancy_only_topk@k=5,1.0,1.5,0.17223604519296573,0.22595884584316914,99.8321711853909,50054
occupancy_only_topk@k=5,1.5,2.0,0.16432910850762125,0.22448588598373087,99.62786259541984,41922
occupancy_only_topk@k=5,2.0,2.5,0.2232075753206767,0.33784036656002636,98.17662381312495,35710
occupancy_only_topk@k=5,2.5,3.0,0.43970730203059005,0.600668387888597,92.5,1801
occupancy_only_topk@k=5,3.0,3.5,0.4430143605699443,0.6298614966720162,92.12121212121212,495
occupancy_only_topk@k=5,3.5,4.0,0.5541878708407408,0.8122999403241524,85.47008547008546,117
occupancy_only_topk@k=5,4.0,4.5,0.3611502292993906,0.8142908589037453,97.2972972972973,37
occupancy_only_topk@k=5,4.5,5.0,0.4438641775738109,1.1416922490738544,90.9090909090909,22
occupancy_only_topk@k=5,5.0,5.5,0.4973369911313057,0.8836448034180986,93.75,16
occupancy_only_topk@k=5,5.5,6.0,0.4570466995239258,0.4664251019602338,100.0,5
occupancy_only_topk@k=7,0.0,0.5,0.19683488542617583,0.2645821422312878,99.55768619557156,77364
occupancy_only_topk@k=7,0.5,1.0,0.16326128110657434,0.2148026379400386,99.71163026323481,51333
occupancy_only_topk@k=7,1.0,1.5,0.17219362492061266,0.2257415435328127,99.83416914746958,50054
occupancy_only_topk@k=7,1.5,2.0,0.1642568921996636,0.22423512373546708,99.63024809160305,41922
occupancy_only_topk@k=7,2.0,2.5,0.22299443505089006,0.3370010244763236,98.17942469820463,35710
occupancy_only_topk@k=7,2.5,3.0,0.4382059063944554,0.5995564327066817,92.5,1801
occupancy_only_topk@k=7,3.0,3.5,0.4384330278815646,0.6271538425508054,92.12121212121212,495
occupancy_only_topk@k=7,3.5,4.0,0.5533808911967479,0.8152867517327679,84.61538461538461,117
occupancy_only_topk@k=7,4.0,4.5,0.34981828927993774,0.8145672514135918,94.5945945945946,37
occupancy_only_topk@k=7,4.5,5.0,0.4607078324664723,1.153237645144045,90.9090909090909,22
occupancy_only_topk@k=7,5.0,5.5,0.5165018364787102,0.924845972198243,93.75,16
occupancy_only_topk@k=7,5.5,6.0,0.3657313346862793,0.3937005229757097,100.0,5
hybrid_proposed,0.0,0.5,0.1968237657073519,0.26459235669054054,99.55238902426105,77364
hybrid_proposed,0.5,1.0,0.16311306603128184,0.2145923762605521,99.71357870740214,51333
hybrid_proposed,1.0,1.5,0.17215686375981779,0.2258909958667825,99.83416914746958,50054
hybrid_proposed,1.5,2.0,0.16410897702028449,0.22408215187495079,99.63024809160305,41922
hybrid_proposed,2.0,2.5,0.22277292943623841,0.3364718106828652,98.18222558328432,35710
hybrid_proposed,2.5,3.0,0.43609048410587864,0.5986714693060797,92.5,1801
hybrid_proposed,3.0,3.5,0.4315387575433713,0.6249145523636145,92.12121212121212,495
hybrid_proposed,3.5,4.0,0.5283743809431027,0.7976093177798472,85.47008547008546,117
hybrid_proposed,4.0,4.5,0.2696914946710741,0.7687068181328238,97.2972972972973,37
hybrid_proposed,4.5,5.0,0.4840962046926672,1.155315027665276,90.9090909090909,22
hybrid_proposed,5.0,5.5,0.5435307323932648,0.9891554921403258,93.75,16
hybrid_proposed,5.5,6.0,0.34058828353881837,0.34659731503486635,100.0,5
all_rois,0.0,0.5,0.19679500274174683,0.26448003441161366,99.55636190274394,77364
all_rois,0.5,1.0,0.16310521190251437,0.21452065735401002,99.71357870740214,51333
all_rois,1.0,1.5,0.17217093586019006,0.22591084994575275,99.83416914746958,50054
all_rois,1.5,2.0,0.1641030011555706,0.22406526445423622,99.63024809160305,41922
all_rois,2.0,2.5,0.22276560419017097,0.33644349636044385,98.18222558328432,35710
all_rois,2.5,3.0,0.43596618285775207,0.5987036128191712,92.5,1801
all_rois,3.0,3.5,0.4331549547055756,0.6257003681186333,92.12121212121212,495
all_rois,3.5,4.0,0.5335731490045531,0.7992251577162821,85.47008547008546,117
all_rois,4.0,4.5,0.30598953285732783,0.7844065579215632,97.2972972972973,37
all_rois,4.5,5.0,0.5210076949813149,1.191274542955968,90.9090909090909,22
all_rois,5.0,5.5,0.5773172825574875,1.0523206932762854,93.75,16
all_rois,5.5,6.0,0.4248971939086914,0.43418861220698385,100.0,5
legacy_adaptive,0.0,0.5,0.1968226585004785,0.26459366560703834,99.55768619557156,77364
legacy_adaptive,0.5,1.0,0.16324107962356776,0.21496971221030414,99.70968181906747,51333
legacy_adaptive,1.0,1.5,0.1721512979821476,0.22591926359447165,99.83416914746958,50054
legacy_adaptive,1.5,2.0,0.1641326212003571,0.22414715877208863,99.63024809160305,41922
legacy_adaptive,2.0,2.5,0.22286196545159173,0.3368233854131612,98.17942469820463,35710
legacy_adaptive,2.5,3.0,0.43638978015383106,0.5986724877377647,92.5,1801
legacy_adaptive,3.0,3.5,0.43295223051851456,0.6279349179914238,91.91919191919192,495
legacy_adaptive,3.5,4.0,0.5300549028266189,0.8045880362853783,85.47008547008546,117
legacy_adaptive,4.0,4.5,0.2952362395621635,0.7862524856857968,94.5945945945946,37
legacy_adaptive,4.5,5.0,0.4683113450353796,1.1389272807659163,90.9090909090909,22
legacy_adaptive,5.0,5.5,0.5238172933459282,0.9579037999493628,93.75,16
legacy_adaptive,5.5,6.0,0.36084327697753904,0.37415475711206686,100.0,5
cnn_adaptive,0.0,0.5,0.1968237657073519,0.26459235669054054,99.55238902426105,77364
cnn_adaptive,0.5,1.0,0.16311306603128184,0.2145923762605521,99.71357870740214,51333
cnn_adaptive,1.0,1.5,0.17215686375981779,0.2258909958667825,99.83416914746958,50054
cnn_adaptive,1.5,2.0,0.16410897702028449,0.22408215187495079,99.63024809160305,41922
cnn_adaptive,2.0,2.5,0.22277292943623841,0.3364718106828652,98.18222558328432,35710
cnn_adaptive,2.5,3.0,0.43609048410587864,0.5986714693060797,92.5,1801
cnn_adaptive,3.0,3.5,0.4315387575433713,0.6249145523636145,92.12121212121212,495
cnn_adaptive,3.5,4.0,0.5283743809431027,0.7976093177798472,85.47008547008546,117
cnn_adaptive,4.0,4.5,0.2696914946710741,0.7687068181328238,97.2972972972973,37
cnn_adaptive,4.5,5.0,0.4840962046926672,1.155315027665276,90.9090909090909,22
cnn_adaptive,5.0,5.5,0.5435307323932648,0.9891554921403258,93.75,16
cnn_adaptive,5.5,6.0,0.34058828353881837,0.34659731503486635,100.0,5
