roi_policy,perturbation_type,perturbation_level,jaccard,delta_abs_error_um,dataset,fov_id,delta_mae_um
random_k@k=5,noise,0.02,1.0,0.20132958889007568,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.20132958889007568
random_k@k=5,brightness,0.05,1.0,0.20884406566619873,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.20884406566619873
random_k@k=5,brightness,-0.05,1.0,0.20898795127868652,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.20898795127868652
random_k@k=5,contrast,0.9,1.0,0.20899665355682373,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.20899665355682373
random_k@k=5,contrast,1.1,1.0,0.20876312255859375,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.20876312255859375
random_k@k=7,blur,0.8,1.0,0.29215312004089355,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.29215312004089355
random_k@k=7,blur,1.2,1.0,0.29458725452423096,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.29458725452423096
random_k@k=7,noise,0.01,1.0,-0.032067060470581055,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,-0.032067060470581055
random_k@k=7,noise,0.02,1.0,0.1783754825592041,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.1783754825592041
random_k@k=7,brightness,0.05,1.0,0.167822003364563,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.167822003364563
random_k@k=7,brightness,-0.05,1.0,0.180627703666687,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.180627703666687
random_k@k=7,contrast,0.9,1.0,0.16797149181365967,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.16797149181365967
random_k@k=7,contrast,1.1,1.0,0.17348408699035645,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.17348408699035645
focus_only_topk@k=1,blur,0.8,1.0,0.22232592105865479,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.22232592105865479
focus_only_topk@k=1,blur,1.2,1.0,0.24941718578338623,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.24941718578338623
focus_only_topk@k=1,noise,0.01,1.0,-0.1636868715286255,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,-0.1636868715286255
focus_only_topk@k=1,noise,0.02,1.0,0.3462895154953003,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.3462895154953003
focus_only_topk@k=1,brightness,0.05,1.0,0.16846883296966553,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.16846883296966553
focus_only_topk@k=1,brightness,-0.05,1.0,0.18835556507110596,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.18835556507110596
focus_only_topk@k=1,contrast,0.9,1.0,0.16835713386535645,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.16835713386535645
focus_only_topk@k=1,contrast,1.1,1.0,0.17494118213653564,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.17494118213653564
focus_only_topk@k=3,blur,0.8,1.0,0.2221301794052124,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.2221301794052124
focus_only_topk@k=3,blur,1.2,1.0,0.24935883283615112,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.24935883283615112
focus_only_topk@k=3,noise,0.01,0.2,-0.05072128772735596,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,-0.05072128772735596
focus_only_topk@k=3,noise,0.02,0.2,1.1157361268997192,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,1.1157361268997192
focus_only_topk@k=3,brightness,0.05,1.0,0.16822433471679688,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.16822433471679688
focus_only_topk@k=3,brightness,-0.05,1.0,0.18826985359191895,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.18826985359191895
focus_only_topk@k=3,contrast,0.9,1.0,0.16847646236419678,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.16847646236419678
focus_only_topk@k=3,contrast,1.1,1.0,0.17490828037261963,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.17490828037261963
focus_only_topk@k=5,blur,0.8,1.0,0.19389379024505615,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.19389379024505615
focus_only_topk@k=5,blur,1.2,1.0,0.19329959154129028,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.19329959154129028
focus_only_topk@k=5,noise,0.01,0.6666666666666666,-0.11546444892883301,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,-0.11546444892883301
focus_only_topk@k=5,noise,0.02,0.25,1.051370620727539,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,1.051370620727539
focus_only_topk@k=5,brightness,0.05,1.0,0.18469202518463135,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.18469202518463135
focus_only_topk@k=5,brightness,-0.05,1.0,0.19265246391296387,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.19265246391296387
focus_only_topk@k=5,contrast,0.9,1.0,0.18463826179504395,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.18463826179504395
focus_only_topk@k=5,contrast,1.1,1.0,0.18443083763122559,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.18443083763122559
focus_only_topk@k=7,blur,0.8,1.0,0.24112999439239502,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.24112999439239502
focus_only_topk@k=7,blur,1.2,0.75,0.2494080662727356,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.2494080662727356
focus_only_topk@k=7,noise,0.01,1.0,-0.17835640907287598,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,-0.17835640907287598
focus_only_topk@k=7,noise,0.02,0.75,0.9555987119674683,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.9555987119674683
focus_only_topk@k=7,brightness,0.05,1.0,0.16846919059753418,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.16846919059753418
focus_only_topk@k=7,brightness,-0.05,1.0,0.18835508823394775,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.18835508823394775
focus_only_topk@k=7,contrast,0.9,1.0,0.16836202144622803,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.16836202144622803
focus_only_topk@k=7,contrast,1.1,1.0,0.1749485731124878,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.1749485731124878
occupancy_only_topk@k=1,blur,0.8,1.0,0.22232592105865479,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.22232592105865479
occupancy_only_topk@k=1,blur,1.2,1.0,0.24941718578338623,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.24941718578338623
occupancy_only_topk@k=1,noise,0.01,1.0,-0.1636868715286255,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,-0.1636868715286255
occupancy_only_topk@k=1,noise,0.02,1.0,0.3462895154953003,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.3462895154953003
occupancy_only_topk@k=1,brightness,0.05,0.0,0.010510087013244629,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.010510087013244629
occupancy_only_topk@k=1,brightness,-0.05,0.0,0.404060959815979,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.404060959815979
occupancy_only_topk@k=1,contrast,0.9,1.0,0.16835713386535645,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.16835713386535645
occupancy_only_topk@k=1,contrast,1.1,1.0,0.17494118213653564,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.17494118213653564
occupancy_only_topk@k=3,blur,0.8,1.0,0.20287847518920898,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.20287847518920898
occupancy_only_topk@k=3,blur,1.2,1.0,0.23367071151733398,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.23367071151733398
occupancy_only_topk@k=3,noise,0.01,1.0,0.11679041385650635,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.11679041385650635
occupancy_only_topk@k=3,noise,0.02,0.5,0.45882952213287354,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.45882952213287354
occupancy_only_topk@k=3,brightness,0.05,1.0,0.12303698062896729,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.12303698062896729
occupancy_only_topk@k=3,brightness,-0.05,0.5,0.3008084297180176,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.3008084297180176
occupancy_only_topk@k=3,contrast,0.9,1.0,0.12312197685241699,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.12312197685241699
occupancy_only_topk@k=3,contrast,1.1,0.5,0.28744685649871826,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.28744685649871826
occupancy_only_topk@k=5,blur,0.8,1.0,0.29784202575683594,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.29784202575683594
occupancy_only_topk@k=5,blur,1.2,1.0,0.3249266743659973,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.3249266743659973
occupancy_only_topk@k=5,noise,0.01,1.0,-0.10283780097961426,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,-0.10283780097961426
occupancy_only_topk@k=5,noise,0.02,1.0,0.9751619100570679,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.9751619100570679
occupancy_only_topk@k=5,brightness,0.05,0.6666666666666666,0.2439877986907959,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.2439877986907959
occupancy_only_topk@k=5,brightness,-0.05,0.6666666666666666,0.09882283210754395,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.09882283210754395
occupancy_only_topk@k=5,contrast,0.9,0.6666666666666666,0.24388062953948975,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.24388062953948975
occupancy_only_topk@k=5,contrast,1.1,1.0,0.16907942295074463,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.16907942295074463
occupancy_only_topk@k=7,blur,0.8,1.0,0.29784202575683594,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.29784202575683594
occupancy_only_topk@k=7,blur,1.2,1.0,0.3249266743659973,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.3249266743659973
occupancy_only_topk@k=7,noise,0.01,1.0,-0.10283780097961426,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,-0.10283780097961426
occupancy_only_topk@k=7,noise,0.02,1.0,0.9751619100570679,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.9751619100570679
occupancy_only_topk@k=7,brightness,0.05,0.5555555555555556,0.2439877986907959,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.2439877986907959
occupancy_only_topk@k=7,brightness,-0.05,1.0,0.16906869411468506,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.16906869411468506
occupancy_only_topk@k=7,contrast,0.9,0.75,0.0861666202545166,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.0861666202545166
occupancy_only_topk@k=7,contrast,1.1,1.0,0.16907942295074463,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.16907942295074463
hybrid_proposed,blur,0.8,0.9649122807017544,0.2259448766708374,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.2259448766708374
hybrid_proposed,blur,1.2,0.9649122807017544,0.2258613109588623,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.2258613109588623
hybrid_proposed,noise,0.01,0.9310344827586207,0.1606733798980713,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.1606733798980713
hybrid_proposed,noise,0.02,0.8666666666666667,1.2025774717330933,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,1.2025774717330933
hybrid_proposed,brightness,0.05,0.9310344827586207,0.12014627456665039,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.12014627456665039
hybrid_proposed,brightness,-0.05,0.8666666666666667,0.12034010887145996,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.12034010887145996
hybrid_proposed,contrast,0.9,0.9310344827586207,0.12015855312347412,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.12015855312347412
hybrid_proposed,contrast,1.1,0.8983050847457628,0.11991524696350098,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.11991524696350098
all_rois,blur,0.8,1.0,0.2389681339263916,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.2389681339263916
all_rois,blur,1.2,1.0,0.34387099742889404,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.34387099742889404
all_rois,noise,0.01,1.0,0.004209280014038086,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.004209280014038086
all_rois,noise,0.02,1.0,0.5475754737854004,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.5475754737854004
all_rois,brightness,0.05,1.0,0.10900616645812988,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.10900616645812988
all_rois,brightness,-0.05,1.0,0.10894107818603516,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.10894107818603516
all_rois,contrast,0.9,1.0,0.1090472936630249,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.1090472936630249
all_rois,contrast,1.1,1.0,0.10876452922821045,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.10876452922821045
cnn_adaptive,blur,0.8,0.9649122807017544,0.2259448766708374,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.2259448766708374
cnn_adaptive,blur,1.2,0.9649122807017544,0.2258613109588623,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.2258613109588623
cnn_adaptive,noise,0.01,0.9310344827586207,0.1606733798980713,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.1606733798980713
cnn_adaptive,noise,0.02,0.8666666666666667,1.2025774717330933,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,1.2025774717330933
cnn_adaptive,brightness,0.05,0.9310344827586207,0.12014627456665039,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.12014627456665039
cnn_adaptive,brightness,-0.05,0.8666666666666667,0.12034010887145996,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.12034010887145996
cnn_adaptive,contrast,0.9,0.9310344827586207,0.12015855312347412,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.12015855312347412
cnn_adaptive,contrast,1.1,0.8983050847457628,0.11991524696350098,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos002_3/pos002_3_page_8.png,0.11991524696350098
center_top1,blur,0.8,1.0,0.05299019813537598,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos004_0/pos004_0_page_12.png,0.05299019813537598
center_top1,blur,1.2,1.0,3.6955310106277466,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos004_0/pos004_0_page_12.png,3.6955310106277466
center_top1,noise,0.01,1.0,1.4259403944015503,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos004_0/pos004_0_page_12.png,1.4259403944015503
center_top1,noise,0.02,1.0,0.9881414175033569,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos004_0/pos004_0_page_12.png,0.9881414175033569
center_top1,brightness,0.05,1.0,0.12521779537200928,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos004_0/pos004_0_page_12.png,0.12521779537200928
center_top1,brightness,-0.05,1.0,0.7245267033576965,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos004_0/pos004_0_page_12.png,0.7245267033576965
center_top1,contrast,0.9,1.0,0.12518608570098877,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos004_0/pos004_0_page_12.png,0.12518608570098877
center_top1,contrast,1.1,1.0,0.7649233937263489,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos004_0/pos004_0_page_12.png,0.7649233937263489
random_k@k=1,blur,0.8,1.0,,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos004_0/pos004_0_page_12.png,
random_k@k=1,blur,1.2,1.0,2.9311989545822144,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos004_0/pos004_0_page_12.png,2.9311989545822144
random_k@k=1,noise,0.01,1.0,0.20165252685546875,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos004_0/pos004_0_page_12.png,0.20165252685546875
random_k@k=1,noise,0.02,1.0,-0.01879739761352539,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos004_0/pos004_0_page_12.png,-0.01879739761352539
random_k@k=1,brightness,0.05,1.0,0.11298549175262451,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos004_0/pos004_0_page_12.png,0.11298549175262451
random_k@k=1,brightness,-0.05,1.0,0.5291867852210999,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos004_0/pos004_0_page_12.png,0.5291867852210999
random_k@k=1,contrast,0.9,1.0,0.11309671401977539,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos004_0/pos004_0_page_12.png,0.11309671401977539
random_k@k=1,contrast,1.1,1.0,0.3926580548286438,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos004_0/pos004_0_page_12.png,0.3926580548286438
random_k@k=3,blur,0.8,1.0,-0.37536823749542236,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos004_0/pos004_0_page_12.png,-0.37536823749542236
random_k@k=3,blur,1.2,1.0,2.8915762901306152,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos004_0/pos004_0_page_12.png,2.8915762901306152
random_k@k=3,noise,0.01,1.0,0.8438419103622437,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos004_0/pos004_0_page_12.png,0.8438419103622437
random_k@k=3,noise,0.02,1.0,0.128259539604187,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos004_0/pos004_0_page_12.png,0.128259539604187
random_k@k=3,brightness,0.05,1.0,-0.302665114402771,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos004_0/pos004_0_page_12.png,-0.302665114402771
random_k@k=3,brightness,-0.05,1.0,0.3408240079879761,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos004_0/pos004_0_page_12.png,0.3408240079879761
random_k@k=3,contrast,0.9,1.0,-0.302730917930603,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos004_0/pos004_0_page_12.png,-0.302730917930603
random_k@k=3,contrast,1.1,1.0,0.29855895042419434,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos004_0/pos004_0_page_12.png,0.29855895042419434
random_k@k=5,blur,0.8,1.0,-0.4310007095336914,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos004_0/pos004_0_page_12.png,-0.4310007095336914
random_k@k=5,blur,1.2,1.0,3.0392040014266968,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos004_0/pos004_0_page_12.png,3.0392040014266968
random_k@k=5,noise,0.01,1.0,0.7664269208908081,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos004_0/pos004_0_page_12.png,0.7664269208908081
random_k@k=5,noise,0.02,1.0,0.07248532772064209,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos004_0/pos004_0_page_12.png,0.07248532772064209
random_k@k=5,brightness,0.05,1.0,-0.3588435649871826,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos004_0/pos004_0_page_12.png,-0.3588435649871826
random_k@k=5,brightness,-0.05,1.0,0.265453577041626,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos004_0/pos004_0_page_12.png,0.265453577041626
random_k@k=5,contrast,0.9,1.0,-0.35888028144836426,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos004_0/pos004_0_page_12.png,-0.35888028144836426
random_k@k=5,contrast,1.1,1.0,0.24278056621551514,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos004_0/pos004_0_page_12.png,0.24278056621551514
random_k@k=7,blur,0.8,1.0,0.0020693540573120117,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos004_0/pos004_0_page_12.png,0.0020693540573120117
random_k@k=7,blur,1.2,1.0,3.1653372049331665,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos004_0/pos004_0_page_12.png,3.1653372049331665
random_k@k=7,noise,0.01,1.0,0.8442190885543823,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos004_0/pos004_0_page_12.png,0.8442190885543823
random_k@k=7,noise,0.02,1.0,0.22382676601409912,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos004_0/pos004_0_page_12.png,0.22382676601409912
random_k@k=7,brightness,0.05,1.0,-0.44362199306488037,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos004_0/pos004_0_page_12.png,-0.44362199306488037
random_k@k=7,brightness,-0.05,1.0,0.3628065586090088,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos004_0/pos004_0_page_12.png,0.3628065586090088
random_k@k=7,contrast,0.9,1.0,-0.4435267448425293,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos004_0/pos004_0_page_12.png,-0.4435267448425293
random_k@k=7,contrast,1.1,1.0,0.35831546783447266,bma,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/bma_imgs/pos004_0/pos004_0_page_12.png,0.35831546783447266
