track,Preprocess_ms_per_ROI,StageA_ms_per_ROI,StageB_ms_per_ROI,Latency_k7_ms,SignModel_MB,Rplus_MB,Rminus_MB,Memory_MB
smears,0.9517926356580095,85.04238838281708,70.06252946092673,1092.403554043381,11.30345630645752,0.5797805786132812,0.5799179077148438,2194.22265625
